"","A medium sized cardboard box, used for reduction in volume. This one is filled with 8 short ropes.","","荷物をまとめる際に使う少し大きめの段ボール箱です。8個のロープ(1.8m)が入っています。"
"","A medium sized cardboard box, used for reduction in volume. This one is filled with 8 units barbed wire.","","荷物をまとめる際に使う少し大きめの段ボール箱です。8単位の有刺鉄線が入っています。"
"","A medium sized cardboard box, used for reduction in volume. This one is filled with 90 circuit boards.","","荷物をまとめる際に使う少し大きめの段ボール箱です。90個の回路基板が入っています。"
"","A medium sized cardboard box, used for reduction in volume. This one is filled with 90 garlic cloves.","","荷物をまとめる際に使う少し大きめの段ボール箱です。90個の小鱗茎(ニンニク)が入っています。"
"","A medium sized cardboard box, used for reduction in volume. This one is filled with 90 irradiated carrots.","","荷物をまとめる際に使う少し大きめの段ボール箱です。90個のニンジン(照射)が入っています。"
"","A medium sized cardboard box, used for reduction in volume. This one is filled with 90 pilot lights.","","荷物をまとめる際に使う少し大きめの段ボール箱です。90個のパイロットランプが入っています。"
"","A medium sized cardboard box, used for reduction in volume. This one is filled with 90 units electronic scrap.","","荷物をまとめる際に使う少し大きめの段ボール箱です。90単位の廃電子機器が入っています。"
"","A medium sized cardboard box, used for reduction in volume. This one is filled with 900 cigarettes.","","荷物をまとめる際に使う少し大きめの段ボール箱です。900個の煙草が入っています。"
"","A medium sized cardboard box, used for reduction in volume. This one is filled with 900 units of chewing tobacco.","","荷物をまとめる際に使う少し大きめの段ボール箱です。900単位の噛み煙草が入っています。"
"","A medium sized cardboard box, used for reduction in volume. This one is filled with 900 units of hemostatic powder.","","荷物をまとめる際に使う少し大きめの段ボール箱です。900単位の粉末止血薬が入っています。"
"","A medium sized cardboard box, used for reduction in volume. This one is filled with 900 units of rolling tobacco.","","荷物をまとめる際に使う少し大きめの段ボール箱です。900単位の煙草(シャグ)が入っています。"
"","A medium sized cardboard box. Used for reduction in volume.","","少し大きめの段ボール箱です。荷物をまとめて体積を減らす際に便利です。"
"","A medium sized game bird that can have bright feathers depending on the sex and species.","","性別や種類によっては羽根の模様が派手な、狩猟対象となる中型の鳥です。"
"","A medium tin can, like what soup comes in.  This one is opened and can't be easily sealed.","","スープなどを入れられる、中くらいのブリキ製の缶です。既に開いており、再密封は容易ではありません。"
"","A membranous pod of flesh, filled with putrid yellow-ish fluid. Hanging from the ceiling, a creature seems to be trapped inside, but unknown to what it is.","","不快な黄色っぽい液体で満たされた、肉の膜で作られた房です。天井からぶら下がっており、内部には何かが入っているようですがよく見えません。"
"","A membranous pod of flesh, filled with putrid yellow-ish fluid. Sprouting from the flesh, a creature seems to be trapped inside, but unknown to what it is.","","不快な黄色っぽい液体で満たされた、肉の膜で作られた房です。肉の床と繋がっており、内部には何かが入っているようですがよく見えません。"
"","A mental shield to resist damaging psychic attacks.  Strenthens the duality of the mind and body by sealing chakras and preventing attacks on the brain-stem that cause psychosomatic reactions.","","ダメージを与える精神攻撃に対抗する精神的な盾です。自らのチャクラを封じることで心因性の症状を引き起こす脳幹への攻撃を防ぎ、肉体と精神の二重性を強化します。"
"","A mental shield to resist fear.  Captures one's own instincts of self-preservation in a shimmering cage of pure will, disallowing natural fears to overpower the ego.","","恐怖に対抗する精神的な盾です。折れない意志によって檻を構築して自己保存本能を囲い、自我を圧倒する程の純粋な恐怖から精神を守ります。"
"","A mental shield to resist psychic attacks.  Erects a towering fortress of encouraging memories and benevolvent images around the human psyche.","","精神攻撃に対抗する精神的な盾です。過去の記憶や善性をイメージすることで、精神を守る要塞を構築します。"
"","A metal CZ 52 Magazine","","CZ 52に対応する金属製弾倉です。"
"","A metal CZ 75 Magazine","","CZ 75に対応する金属製弾倉です。"
"","A metal CZ 83 Magazine","","CZ 83に対応する金属製の弾倉です。"
"","A metal Fort 12 Magazine","","フォルト12に対応する金属製の弾倉です。"
"","A metal Jericho 941 Magazine","","ジェリコ941に対応する金属製弾倉です。"
"","A metal arm-guard that protect the forearm against injury.","","前腕部を怪我から守る金属製のアームガードです。"
"","A metal box attached to the top of a wooden post.  Mail delivery hasn't come for awhile.  Doesn't look like it's coming again anytime soon.","","木製の柱の上に金属製の箱が乗っています。郵便はここしばらく配達されていないようです。この先も配達されるとは思えません。"
"","A metal box, made of rusty sheets of steel and tin with '50 DAKKA' on the front and sides.)","","鋼鉄と錫で作られた箱です。正面と側面には「50ダッカ」と書かれています。"
"","A metal disc surrounded by serrated edges.  It's as menacing as it sounds.","","鋸歯が付いた金属製の円盤です。見た目に違わぬ恐ろしい力をもっています。 "
"","A metal magazine for the worst gun in existence.","","世界最悪の銃器に対応する金属製の弾倉です。"
"","A metal molded pot.  Works as intended.","","金属製の成型鍋です。問題なく使えます。"
"","A metal pipe that reduces some of noise of the engine.","","エンジンの騒音を抑える金属製の筒です。"
"","A metal shooting target in the rough shape of a human.","","人間のような形をした、金属製の射撃用標的です。"
"","A meter-long centipede with a menacing pair of pincers, dozens of spindly legs, and a highly caustic venom.","","巨大な一対の顎、数十本もの鋭い肢、腐食性の猛毒を持つ長さ1メートルほどのムカデです。"
"","A meter-long centipede with a menacing pair of pincers, moving swiftly on dozens of spindly legs.","","ペンチのようなアゴが恐ろしい、1メートルの長さのムカデです。数十本の細長い脚で素早く動きます。"
"","A microsurgery module for a medical robot.","","医療ロボット用のマイクロ手術モジュールです。"
"","A mid-sized suitcase used mainly for transporting clothes and other possessions during trips, provides a decent amount of storage but hauling it around is not exactly comfortable.","","主に旅行中の衣服を運ぶ用途に使う、中型サイズのスーツケースです。収納性は抜群ですが、持ち運びにはあまり適しません。"
"","A military issue 15-round magazine for use with the Sig P227 handgun.","","SIG P227ハンドガンに対応する軍用15発弾倉です。"
"","A military issue 8-round magazine for use with the Sig P220 handgun.","","SIG P220ハンドガンに対応する軍用8発弾倉です。"
"","A military robot still operating due to its internal power core.  This one is armed with an electric prod and an integrated 40mm grenade launcher.","","内蔵電源で活動を続ける軍用ロボットです。内蔵された放電警棒と40mmグレネードランチャーで武装しています。"
"","A military robot still operating due to its internal power core.  This one is armed with an electric prod and an integrated 5.56mm firearm.","","内蔵電源で活動を続ける軍用ロボットです。内蔵された放電警棒と5.56mm銃器で武装しています。"
"","A military robot still operating due to its internal power core.  This one is armed with an electric prod and an integrated 50 caliber firearm.","","内蔵電源で活動を続ける軍用ロボットです。内蔵された放電警棒と.50口径銃器で武装しています。"
"","A military robot still operating due to its internal power core.  This one is armed with an electric prod and an integrated 5x50mm flechette gun.","","内蔵電源で活動を続ける軍用ロボットです。内蔵された放電警棒と5x50mm矢弾銃器で武装しています。"
"","A military training robot still operating due to its internal power core.  This one is armed with a high power paintball gun and a foam baton.","","内蔵電源で活動を続ける軍用ロボットです。内蔵された高出力ペイントボールガンと発光するバトンで武装しています。"
"","A military-style water canteen with a 1.5 liter capacity.  Commonly worn at the hip. A bit of ductape and cellulose provide suprisingly effective insulation for the contents.","","1.5Lの容量をもつ軍用の水筒です。一般的には腰に着用して持ち運びます。ダクトテープとセルロースが驚くほど効果的な断熱性能を発揮します。"
"","A milky colored, sweet smelling jelly, mixed with some triffid sap to spread the alchemical properties of the jelly further.  While not useful for further crafting or cooking it can be used to heal afflictions.","","甘い香りが漂う乳白色のゼリーに、錬金術の可能性を広げるトリフィドの樹液を混ぜたものです。製作や料理には使えませんが、苦痛を軽減する手段として有用です。"
"","A miniature dagger carved from strange ivory.  Activate it to focus your mind and create a magic sign, granting a temporary boost to strength.  This will expend the item entirely.","","奇妙な牙を削って作った小さな短剣です。使用すると精神を集中させて、筋力を一時的に強化する魔力結晶を作り出します。一度使用するとアイテムは消滅します。"
"","A mish-mash of papers filled with all manner of strange rituals seemingly from various contradictory sources. Whoever wrote this collection was a student of a well-traveled arcanist, filling their own research with essential information and reminders for the presumably well-learned author's benefit.","","様々な疑わしい情報源から寄せられた奇妙な儀式に関する論文がぎっしり詰まった紙束です。この論文集をまとめたのがどこの放浪の秘術師の弟子なのかは分かりませんが、自身の研究に必要な情報が雑多に詰め込まれており、見識の深い者以外が活用するのは難しそうです。"
"","A missile starts to track down targets!","","ミサイルが目標の追跡を開始しました！"
"","A mixture of metal pieces.","","合金の破片です。"
"","A mixture of rain and acid rain.  Don't drink it.  Boiling it concentrates the acid.","","雨水と酸性雨が混ざった液体です。絶対に飲まないで下さい。沸騰させて酸を濃縮できます。"
"","A mobile crafting station used by workers in mines, on oil rigs, and in other remote locales.  In it's active state, the craftbuddy merely follows its user.  In it's deactivated state, the craft buddy is useable as a toolbench and multipurpose workstation.","","鉱山や石油掘削所など、人里離れた場所で労働者が使用する移動式製作設備です。稼働中は持ち主に追従して動きます。停止中は工具スタンド兼多目的作業台として使用できます。"
"","A modern bow that curves away from the archer at the tips for increased power, which can be used effectively by those of somewhat above-average strength.  Good and easy to use, but nothing special.","","威力を増大させるために両端を射出方向と逆向きに反らせた現代的な弓です。平均以上の筋力があれば効果的に扱えます。扱いやすい弓ですが、特別優れた性能ではありません。"
"","A modern bow that curves away from the archer at the tips for increased power, which can be used effectively by those of somewhat above-average strength. Cheap and easy to use, but nothing special.","","威力を増大させるために両端を射出方向と逆向きにに反らせた現代的な弓です。平均以上の筋力があれば効果的に扱えます。安価で扱いやすい弓ですが、特別優れた性能ではありません。"
"","A modern semi-automatic handgun that fires 9x19mm. It's used by police forces all around the world. Though it didn't help them when the cataclysm struck... But hey, they were probably all stupid. You're not stupid, are you?","","9x19mm弾を使用する現代的なセミオートピストルです。世界中の警察機関で運用されていましたが、大変動の際は何の助けにもなりませんでした。でも...きっと、使ってる奴らがマヌケだったんですよ。あなたはマヌケではありませんよね？"
"","A modern semi-automatic handgun that fires 9x19mm. Made by the guys who created the FN Five-Seven. This underestimated little pistol packs one hell of a punch. This being from Belgium; I'm not surprised it's good in a bar fight.","","9x19mm弾を使用する現代的なベルギー製セミオートピストルです。この小型ピストルは過小評価されがちですが、ものすごい威力を秘めています。バーでの乱闘でこれが持ち出されても不思議ではありません。"
"","A modern semi-automatic handgun that fires 9x19mm. Made by the guys who created the FN Five-Seven. This underestimated little pistol packs one hell of a punch. This being from Belgium; I'm not surprised it's good in a bar fight. And this one has an X in the title so you just know it's supper edgy!","","FNファイブセブンと同じ製造元の、9x19mm弾を使用する現代的なセミオートピストルですこの小型ピストルは過小評価されがちですが、ものすごい威力を秘めています。バーでの乱闘でこれが持ち出されても不思議ではありません。そして名前についたXが示すように、最先端のピストルです。"
"","A modern slingshot with a wrist brace, it is easy to use, accurate, and quite powerful.","","手首に支えが伸びた現代式のスリングショットです。扱いやすく、高精度かつ強力です。"
"","A modernised, six-foot longbow that curves away from the archer at the tips for increased power. It can be used effectively by those of somewhat above-average strength. Designed for archers that appreciate the smoothness of a traditional longbow, but desire the superior speed of a modern recurve.","","威力を増大させるために両端を射出方向と逆向きにに反らせた、全長約1.8mの木製弓です。平均以上の筋力があれば効果的に扱えます。伝統的なロングボウの使いやすさと、現代的なリカーブボウの発射速度を複合した設計です。"
"","A modernized bow that combines the traits from both the reflex and the recurve bows, with both limbs and tips curving away from the archer, and reinforced with composite materials.  This dramatically increases the power and requires significant strength to draw the bow effectively, but can still be fired quickly.","","複数の素材を組み合わせて補強した、リムと両端が射出方向と逆向きに弯曲している近代的な弓です。威力が劇的に向上し、発射速度も高速ですが、効果的に扱うにはかなりの筋力が必要です。"
"","A modification meant for the space gun.","","スペースガンに取り付ける部品です。"
"","A modified Browning HP pistol showing a lot of wear-n-tear. But don't let that fool you, the weapon is accurate, powerful, and near silent thanks to it's unique sound suppressor. The weapon has the phrase Fight the Power! scratched in by a knife on the right side of the slide. It was most likely made during the first few riots in the beginning of the Cataclysm.","","改造されたブローニングHPには使い古され、たくさんのかすり傷がついています。しかし、見た目に騙されてはいけません。精密かつ高威力な性能を持ち、独自のサプレッサーのお陰で発砲音もほぼありません。右側のスライドには「Fight the Power」という文字がナイフで刻まれています。おそらくは、大変動後間もなく発生した暴動の中で製造された銃だと思われます。"
"","A modified SCAR L made by some unknown soldier. It has been painted a leaf camouflage and features a longer barrel then the base SCAR L, dog tags whose name has long sense faded away are wrapped around the front end of the gun. And magazines jungle taped together clasp to the magazine well. But what makes this weapon stand out is its two M203 Big boys. Two M203 launchers are fashioned to the sides of the SCAR. With a activator switch for each one taped to the magazine well. An amazing gun, unique to the Cataclysm.","","木の葉柄の迷彩で塗装してある長い銃身が特徴的な、どこかの兵士によって改造されたSCAR-Lです。表面が擦り切れ名前が読めなくなってしまったドッグタグが前端部に巻き付けられています。複数の弾倉はテープで連結されて上手くまとめられています。しかし、この武器で一番目立つ点は、2つのM203ビッグボーイズです。2つのM203ランチャーがSCARの側面に取り付けられているのです。それぞれの発射スイッチは弾倉にテープで固定されています。大変動の世界に似合う素晴らしい銃です。"
"","A modified and beautifully designed striker shotgun created by vampires. Unlike human's, it has a bigger revolving wheel, which occupies additional bullets and a 3-shot burst mode for barraging shots with its improved accuracy.","","吸血鬼によって造られた、美しいデザインのショットガンです。人外向けのより大きなリボルバーを備えており、追加弾薬の装填や、より精度の高い3点バースト射撃が可能です。"
"","A modified hatchet, the axehead giving off a wicked red glow.  Throwing it might be a smart idea.","","斧頭が邪悪な赤い輝きを発しています。投げた方が良さそうです。"
"","A modified laptop, now capable of transmitting in the ultra-high frequencies utilized by robots.  Activate it to command robots from afar.","","ロボットが使っている高周波帯で通信ができるように修正した、携帯型の操作端末です。ロボットを遠隔操作できます。"
"","A modified laptop, with a BioCo transmition chip installed. These modifications allow it to communicate with BioCo's most important pre-cataclysm asset, the T.K Izu Space Station.","","BioCo社の通信チップを搭載したノートPCです。大変動前にBioCo社が保有していた最重要資産であるT.K Izu宇宙ステーションとの通信を確立できるように改造されています。"
"","A modified lawn mower for mowing down zombies.  When turning on the switch, multiple blades start rotating like a screw.","","ゾンビを刈るために改造された芝刈り機です。スイッチを入れると複数の刃が回転します。"
"","A modified suit of DoubleTech Power Armor, Mk. II-H.Designed to be used with mutated anatomy in the _REDACTED_ project,it stayed a proof of concept since the _REDACTED_ lifecycle was too short.","","改造が施されたDoubleTech社のパワーアーマーMk. II-Hです。[編集済]計画によって変異した人体に適合するよう設計されましたが、[編集済]の生存期間があまりに短かったため、コンセプトの実証はできませんでした。"
"","A modified version of the classic crossbow which utilizes stones as projectiles instead of the traditional quarrel.  Primarily intended for hunting small game, stronger people can reload it much faster.","","古式のクロスボウを改造して矢の代わりに石つぶてを発射できるようにしたものです。基本的には小動物を狩るために使います。筋力が高いほど素速く装填できます。"
"","A monocular video goggle for framing and data info return.  It's picking up some strange signals, from somewhere.","","ワイヤーフレーム画面とデータが表示される、単眼の映像ゴーグルです。どこかから奇妙な信号をキャッチしています。"
"","A monocular video goggle for framing and data info return.  Use it to switch it on.","","ワイヤーフレーム画面とデータが表示される、単眼の映像ゴーグルです。使用すると電源を入れます。"
"","A monster resembling a healthy young tree.  With a little effort, the triffids seem to have produced a guardian that blends into the forest.  Its poisonous barbs are visible upon close examination, but otherwise its not a bad disguise.","","健康な若木に似たモンスターです。トリフィドはこの手下を使って上手く森に擬態しているようです。棘には精密検査を行わないと検出されない巧妙な毒物が付着しています。"
"","A monstrous brown ant the size of a human.  Glistening liquid periodically drips from its swollen abdomen.","","人間ほどの大きさの巨大な茶色のアリです。膨らんだ腹から何らかの液体が滴り落ちています。"
"","A monstrous overgrowth of ossified tissue has replaced this zombie's rotting skin with an organic armor of dense bone.  Large clumps of black goo seep from its joints as it shambles aimlessly, with sickening crackling sounds filling the air around it.","","腐った皮膚が剥がれ落ち、代わりに骨が過成長して天然の鎧になったゾンビです。身体がパキパキと気味の悪い音を立てて震えるたびに、関節から黒い粘液が大量に漏れ出しています。"
"","A monstrous overgrowth of ossified tissue has replaced this zombie's rotting skin with an organic armor of dense bone.  Large clumps of black goo seep from its joints as it shambles aimlessly, with sickening crackling sounds filling the air around it.
Membranous veins cover most of its surface that pulsates in constant beats.","","腐った皮膚が剥がれ落ち、代わりに骨が過成長して天然の鎧になったゾンビです。身体がパキパキと気味の悪い音を立てて震えるたびに、関節から黒い粘液が大量に漏れ出しています。
一定周期で脈動する血管が体表の大部分を覆っています。"
"","A monstrous red ant the size of a bison.   Bulging pincers extend from its jaws.","","バイソンほどの大きさの非常に巨大な赤いアリです。顎から発達した牙が生えています。"
"","A monstrous wolly brown ant the size of an adult human.  Glistening liquid periodically drips from its swollen abdomen and it bears a pair of scythe like mandibles.","","毛が生えた成人ほどの大きさの巨大な茶色のアリです。膨らんだ腹から何らかの液体が滴り落ちており、鎌のような牙を持っています。"
"","A monstrous woolly brown ant the size of a water buffalo.  Glistening liquid periodically drips from its swollen abdomen and it bears a pair of scythe like mandibles.","","毛が生えたバッファローほどの大きさの巨大な茶色のアリです。膨らんだ腹から何らかの液体が滴り落ちており、鎌のような牙を持っています。"
"","A morbidly large zombie heavily mutated from long exposure to irradiated waters, which altered most of its body parts into something, like that of a mollusk. Sluggish, yet full of surprises.","","放射性の液体に長時間晒されることで爆発的に巨大化し、全身が軟体動物のように変異したゾンビです。動きは鈍いものの、危険な攻撃手段をもっています。"
"","A more comfortable way of sitting down.","","座り心地はかなり快適です。"
"","A mound of flesh full of prickly sharp bones, emerging from underneath, so watch where you step!","","この肉塊は鋭い骨の棘で覆われています。足下に気を付けましょう！"
"","A mount for a rifle that holds and fires up to 3 bomblets.  The weight of the mod and its ammo decreases the accuracy of both firearms some.","","最大3個の小型爆弾をライフルに装着し、発射することができます。重量が増加するため、本体と発射装置双方の精度が低下します。"
"","A mountain of muscle, with an incongruously small head and beady little eyes. The smell alone is enough to send you reeling.  ","","盛り上がった筋肉質の体には、小さな丸い目の付いた不自然なほど小さな頭が載っています。一瞬嗅いだだけで卒倒しそうなほどの悪臭を漂わせています。"
"","A mounted solar panel.","","設置されたソーラーパネルです。"
"","A mouth slit. With enough courage, you can climb up by grabbing at its flabby, slimy flesh edges.","","口のような外見の切れ込みです。勇気を出してよじ登ってみましょう。"
"","A mouth slit. With enough courage, you can slip through it and will lead you to the depths.","","口のような外見の切れ込みです。勇気を出して中へ入ってみましょう。より深みへたどり着けるはずです。"
"","A multi-function crafting station, with a water purifier, food dehydrator, vacuum sealer, and hand press for making ammo.  Draws power from the vehicle's batteries.  'e'xamine the tile with the kitchen buddy to access the water faucet or to purify water in a vehicle tank or in a container in your inventory.  If you attempt craft an item that needs one of the kitchen buddy's functions, it will automatically be selected as a tool.","","浄水器、食料脱水機、真空包装機、更に弾薬製作用の手動プレスを備えた多機能製作装置です。車両のバッテリーの電力を消費して稼働します。このタイルを調べることで蛇口を介して液体を汲んだり、車両のタンクや所持品内の水を浄水したりできます。キッチンセット内の機能が必要なアイテム製作を行う際は、自動的に道具として認識されます。"
"","A multi-segmented caterpillar the size of a couch cushion.  While not menacing, it is colored so as to warn off predators.","","クッションほどの大きさの、節のついたイモムシです。威嚇をしてはいませんが、捕食者に対して警告するような色をしています。"
"","A multi-purpose rifle, designed for use in conjunction with a unified power supply, or UPS.  It does not reload normally; instead, press fire once to start charging it from your UPS, then again to unload the charge.","","多目的に使用されるライフルです。UPSなどの電源が必要です。弾を装填するのではなく、電力を充填してから撃ちます。"
"","A multi-tool combing a small hammer and pair of pliers.  Small and practical, the survivor's mini-tool-kit.","","小さなハンマーとペンチが合体した形状のマルチツールです。小型で実用的な、生存者のための道具です。"
"","A multidimensional item storage device.","","多次元的なアイテム保管装置です。"
"","A multidimensional storage device, can contain 250L of a single liquid.","","同種の液体を250リットルまで保管できる多次元的な保管装置です。"
"","A mushroom vaguely resembling a black truffle, with a noticable purple coloration instead.  It seems to be edible raw, albeit bittersweet, and might be tastier cooked.","","黒トリュフに似ていますが、色が紫である点が大きく異なります。生では苦くて食べられそうにありませんが、美味しく食べる料理法があるかもしれません。"
"","A mushroom vaguely resembling a black truffle, with a noticable purple coloration instead.  Much better now that it's been cooked.","","黒トリュフに似ていますが、色が紫である点が大きく異なります。調理され、より美味しくなっています。"
"","A mutant centipede grown to the size of a tiger. Its pincers have a deadly poison.","","トラほどの大きさの変異したムカデです。非常に強力な毒をもっています。"
"","A mutant centipede grown to the size of an alligator. Its pincers have a deadly poison.","","ワニほどの大きさの変異したムカデです。非常に強力な毒をもっています。"
"","A mutant dragonfly which has grown to the size of a crow.  It darts and weaves through the air.","","カラスほどの大きさの変異したトンボです。空中を縫うように飛び回ります。"
"","A mutant dragonfly which has grown to the size of a crow.  It darts and weaves through the air.  This one seems especially intelligent.","","カラスほどの大きさの変異したトンボです。空中を縫うように飛び回ります。この個体は特に知能が高いようです。"
"","A mutant fish about the size of a large carp.  Its internal organs glow with a pulsing light which readily shines through its translucent skin.","","大型のコイほどのサイズの変異した魚です。半透明の表皮の内部に明滅する臓器が透けて見えます。"
"","A mutant fish the size and shape of a basketball.  When threatened the fish will inflate itself to massive size.  If attacked the fish and its attacker will be caught in a violent explosion.","","バスケットボールと同じサイズ、同じ形状の変異魚です。危険を察知すると更に大きく膨らみます。攻撃を加えると激しい爆発に巻き込まれることになるでしょう。"
"","A mutant fish the size of a carp.  It controls its bouyancy by producing and releasing a thick oil which might be harvestable.","","大型のコイほどのサイズの変異した魚です。濃い油を体内に蓄えており、それを放出することで浮力を制御しています。"
"","A mutant fish the size of a carp.  It hunts by squirting jets of water at passing birds and knocking them into the water.","","大型のコイほどのサイズの変異した魚です。飛んでいる鳥と同じ高さまで飛び跳ね、勢いよく水を噴出して水中に叩き落とし捕食します。"
"","A mutant fish the size of a carp.  It moves by strangely extending and contracting its body, giving it its odd name.","","大型のコイほどのサイズの変異した魚です。体を伸ばしたり縮めたりしながら泳ぎます。"
"","A mutant fish.  The favorite prey of mutant cats and survivors.","","変異した魚です。変異ネコや生存者が好んで食べます。"
"","A mutant locust nymph the size of a crow. It's still growing and hungry.","","カラスほどの大きさの変異したイナゴです。まだ幼体で腹を空かせています。"
"","A mutant mosquito larva the size of a squirrel.  It floats at the surface of the water waiting to catach smaller prey.","","リスほどの大きさの変異したボウフラです。水面に浮かび、小さな獲物を捕らえる機会を待っています。"
"","A mutant mushroom.  It no longers glows with phosphorescent light, but still looks unsafe to eat.","","変異したキノコはもはや光を発していませんが、依然として食べるのは危険です。"
"","A mutant octopus floating on a bladder of lighter-than-air gas.  Due to its inflated gas sac, it has the volume of a small car, but only has the mass as a human. A curious creature, it has drifted in from the ocean to explore dry land.","","空気より軽い気体を浮袋に蓄えたタコの変異体です。ガスが溜まった袋のせいで小型車ほどの体積まで膨らんでいますが、質量は人間と同程度です。好奇心が旺盛で、乾いた土地を探索するために海からはるばる漂ってきました。"
"","A mutant omnivore descended from the domestic pig.  It has adapted to life underground by losing all skin pigment, going blind, and becoming even less picky about what it eats.","","家畜用のブタが変異した雑食性の動物です。皮膚の色素と視力を失いましたが、食べ物を見つけ出す能力を更に高めて地下生活に適応しました。"
"","A mutant rat that carries one or more dangerous diseases.","","何らかの危険な病原菌を持っている変異したラットです。"
"","A mutant rat that has impossibly crossbred with a spider and grown to the size of a wolf.  It has venomous mandibles and numerous eyes.","","ひょっとするとクモと交雑した可能性がある、オオカミほどのサイズの変異したラットです。毒を注入する牙とたくさんの複眼を備えています。"
"","A mutant rat with a powerful set of sharp teeth.  Not that dangerous on its own, but deadly in a swarm.","","鋭い歯を生やしたラットの変異体です。単体では危険ではありませんが、群れに襲われると致命的です。"
"","A mutant songbird that makes otherworldy music.","","奇妙な声で鳴く変異したツグミです。"
"","A mutant wasp the size of a squirrel, with a barbed ovipositor extruding from the abdomen.","","スズメバチが変異して生まれたリスほどの大きさの生物です。針状の産卵管が腹部から飛び出しています。"
"","A mutated bat with a narrow, proboscis-like snout.  After its pack stuns the prey, it uses its teeth to gouge a hole into it and its slender tongue to quickly lap up the resulting blood.","","小さく細長い鼻が特徴的な、変異したコウモリです。群れで獲物を弱らせた後歯を使って穴をあけ、細い舌で血液を吸い取ります。"
"","A mutated bird about the size of a crow.  Although primarily a scavenger, it will attack agressively with a razor sharp beak capable of causing infected bite wounds.  Its ability to digest rotting and tainted flesh makes it well adapted to the current world.","","カラスほどの大きさの変異した鳥です。主に死骸を漁って食べますが攻撃性は高く、鋭く尖ったくちばしでつつかれると感染症を引き起こす可能性があります。肉の腐敗や汚染を気にせず消化する、現在の世界にうまく適応した能力を持っています。"
"","A mutated bird about the size of a goose.  A proud creature covered in glittering feathers far more colorful than any parrot or peacock of the old world.  Unlike other mutants, this bird is agreeable enough to be tamed.","","ガチョウほどのサイズの変異した鳥です。かつての世界のどんなオウムやクジャクよりもカラフルな羽毛を誇らしげに煌めかせています。他の変異体と異なり、この鳥は飼い慣らすことも可能です。"
"","A mutated bird about the size of an albatross.  This monster is a grotesque mass of writhing tentacles and blinking eyes.  Only its eight feathered wings give any clue that it was once a common species of avian.","","アホウドリほどのサイズの変異した鳥です。瞬きする目の周囲から曲がりくねった触手が生えたグロテスクな獣です。8枚の翼以外にかつて鳥類であったことを示す部位はありません。"
"","A mutated bird about the size of an eagle.  It has two featherless heads and necks growing from its squat body.  The vultch can eject streams of sticky bile when threatened.","","ワシほどのサイズの変異した鳥です。うずくまった胴体から羽毛のない2本の頭部が生えています。危険を感じるとネバネバの胆汁を吐き出します。"
"","A mutated bird about the twice size of an ostrich and with a similar shape.  Its beak has been replaced with a long sinuous trunk that can grab hold of smaller creatures.  The elephant bird is highly territorial and aggressive.","","ダチョウの2倍ほどの大きさの変異した鳥です。くちばしは小さな生物を捕えやすいフック状に曲がっています。縄張り意識が強く怒りっぽい性格です。"
"","A mutated bullfrog with jagged teeth and horms.  Its bright red skin is said to produce hallucinagenic toxins.","","ギザギザの歯と角を備えたウシガエルの変異体です。真っ赤な皮膚は幻覚性の毒素を分泌すると言われています。"
"","A mutated cow that can photosynthesize sunlight through its moss-like fur.  This green beast is quite lethargic and is often mistaken for a bush or hedge.","","光合成を行う機能をもつ苔のような毛皮が生えた変異牛です。全身が緑色で無気力なため、しばしば茂みや低木と間違えられます。"
"","A mutated cow that has regressed to a primitive state.  It has increased in size and grown a shaggy coat of thick fur.  Unlike most mutants, this beast still has the potential to be tamed.","","原始的な種に退行した変異牛です。体格は大きくなり、厚い毛皮のコートが発達しました。大抵の変異動物と異なり、飼い慣らすことができそうです。"
"","A mutated cow that has somehow grown a pair of metal horns which it can use to great effect.  It is a highly aggressive animal.","","理由は不明ですが攻撃の用途に使えそうな金属製の角が生えた変異牛です。非常に攻撃的な性格です。"
"","A mutated creature, the size of a cat with hybrid appearance of a tick and a beetle. Its forelimbs form a pair of oddly curved needles, tipped with a vented gap and saliva-drooling mandibles.","","ダニとカブトムシを混ぜ合わせたような姿の、ネコほどの大きさがある変異した生物です。前肢は湾曲した針のような奇妙な形状で、下顎から垂らした唾液が伝うようになっています。"
"","A mutated feline grown to the size of a large dog.  It runs swiftly on six legs and possesses razor sharp fangs.","","変異によって大型犬ほどのサイズに成長したネコです。6本の足で素早く動き、鋭く尖った牙で攻撃します。"
"","A mutated feline grown to the size of a large dog.  Its fur has been replaced with hard lizard-like scales and thorny knobs.  The cat has no eyes but its long tongue continually sways back and forth tasting the air for signs of prey.","","変異によって大型犬ほどのサイズに成長したネコです。毛皮は棘が生えたトカゲのような鱗に変化しています。失った視力の代わりに長い舌を絶えず前後に揺らして獲物の居所を探ります。"
"","A mutated feline that has acquired snake-like fangs and a powerful venom.  It often hunts in packs making it more dangerous than its small size suggests.","","変異によってヘビのような牙と強力な毒を獲得したネコです。群れで狩りをすることが多く、小さな身体を侮ると危険です。"
"","A mutated lump of necrotic flesh, horribly twisted into a spindy creature. A long, thick strand of contorted tissue protrudes from a gap you can only tell is its mouth. By the end of its lasher secretes a concentrated toxin.","","変異した肉塊が溶融し、痩せ細り歪んだ不気味な生物の形を成しました。口と思しき器官からは捻じれた長く太い紐のような物体が突き出ており、その先端からは濃縮された毒素が分泌されています。"
